裨 bì
裩 kūn
裪 táo
裫 yuàn
裬 líng
裭 chǐ
裮 chāng
裯 chóu
裰 duō
裱 biǎo
裲 liǎng
裳 shang
裴 péi
裵 péi
裶 fēi
裷 yuān
裸 luǒ
裹 guǒ
裺 yǎn
裻 dú
裼 tì
製 zhì
裾 jū
裿 yǐ
褀 jì
褁 zhí
褂 guà
褃 kèn
褄 qi
褅 tì
褆 tí
複 fù
褈 chóng
褉 xiè
褊 biǎn
褋 dié
褌 kūn
褍 duān
褎 xiù
褏 xiù
褐 hè
褑 yuàn
褒 bāo
褓 bǎo
褔 fù
褕 yú
褖 tuàn
褗 yǎn
褘 huī
褙 bèi
褚 chǔ
褛 lǚ
褜 pao
褝 dān
褞 yǔn
褟 tā
褠 gōu
褡 dā
褢 huái
褣 róng
褤 yuàn
褥 rù
褦 nài
褧 jiǒng
褨 suǒ
褩 bān
褪 tuì
褫 chǐ
褬 sǎng
褭 niǎo
褮 yīng
褯 jiè
褰 qiān
褱 huái
褲 kù
褳 lián
褴 lán
褵 lí
褶 zhě
褷 shī
褸 lǚ
褹 yì
褺 diē
褻 xiè
褼 xiān
褽 wèi
褾 biǎo
褿 cáo
襀 jī
襁 qiǎng
襂 sēn
襃 bāo
襄 xiāng
襅 bi
襆 fú
襇 jiǎn
襈 zhuàn
襉 jiǎn
襊 cuì
襋 jí
襌 dān
襍 zá
襎 fán
襏 bó
襐 xiàng
襑 xín
襒 bié
襓 ráo
襔 mǎn
襕 lán
襖 ǎo
襗 zé
襘 guì
襙 cào
襚 suì
襛 nóng
襜 chān
襝 liǎn
襞 bì
襟 jīn
襠 dāng
襡 shǔ
襢 tǎn
襣 bì
襤 lán
襥 pú
襦 rú
襧 zhǐ
襨 dùi
襩 shǔ
襪 wà
襫 shì
襬 bǎi
襭 xié
襮 bó
襯 chèn
襰 lài
襱 lóng
襲 xí
襳 xiān
襴 lán
襵 zhě
襶 dài
襷 ju
襸 zàn
襹 shī
襺 jiǎn
襻 pàn
襼 yì
襽 lan
襾 yà
西 xi
覀 xī
要 yào
覂 fěng
覃 qín
覄 fu
覅 fiào
覆 fù
覇 bà
覈 hé
覉 jī
覊 jī
見 jiàn
覌 guān
覍 biàn
覎 yàn
規 guī
覐 jué
覑 piǎn
覒 mào
覓 mì
覔 mì
覕 miè
視 shì
覗 sì
覘 chān
覙 luó
覚 jué
覛 mì
覜 tiào
覝 lián
覞 yào
覟 zhì
覠 jūn
覡 xí
覢 shǎn
覣 wēi
覤 xì
覥 tiǎn
覦 yú
覧 lǎn
覨 è
覩 dǔ
親 qīn
覫 pǎng
覬 jì
覭 míng
覮 yíng
覯 gòu
覰 qū
覱 zhàn
覲 jìn
観 guān
覴 dēng
覵 jiàn
覶 luó
覷 qù
覸 jiān
覹 wéi
覺 jué
覻 qū
覼 luó
覽 lǎn
覾 shěn
覿 dí
觀 guān
见 jiàn
观 guān
觃 yàn
规 guī
觅 mì
视 shì
觇 chān
览 lǎn
觉 jué
觊 jì
觋 xí
觌 dí
觍 tiǎn
觎 yú
觏 gòu
觐 jìn
觑 qū
角 jiǎo
觓 qiú
觔 jīn
觕 cū
觖 jué
觗 zhì
觘 chào
觙 jí
觚 gū
觛 dàn
觜 zī
觝 dǐ
觞 shāng
觟 huà
觠 quán
觡 gé
觢 shì
解 jiě
觤 guǐ
觥 gōng
触 chù
觧 jiě
觨 hùn
觩 qiú
觪 xīng
觫 sù
觬 ní
觭 jī
觮 lù
觯 zhì
觰 zhā
觱 bì
觲 xīng
觳 hú
觴 shāng
觵 gōng
觶 zhì
觷 xué
觸 chù
觹 xī
觺 yí
觻 lì
觼 jué
觽 xī
觾 yàn
觿 xī
言 yán
訁 yán
訂 dìng
訃 fù
訄 qiú
訅 qiú
訆 jiào
訇 hōng
計 jì
訉 fān
訊 xùn
訋 diào
訌 hòng
訍 chài
討 tǎo
訏 xū
訐 jié
訑 yí
訒 rèn
訓 xun
訔 yín
訕 shàn
訖 qì
託 tuō
記 jì
訙 xùn
訚 yín
訛 é
訜 fēn
訝 yà
訞 yāo
訟 sòng
訠 shěn
訡 yín
訢 xīn
訣 jué
訤 xiáo
訥 nè
訦 chén
訧 yóu
訨 zhǐ
訩 xiōng
訪 fǎng
訫 xìn
訬 chāo
設 shè
訮 xiān
訯 sǎ
訰 zhùn
許 xǔ
訲 yì
訳 yì
訴 su
訵 chī
訶 hē
訷 shēn
訸 hé
訹 xù
診 zhěn
註 zhù
証 zhèng
訽 gòu
訾 zī
訿 zǐ
詀 zhān
詁 gǔ
詂 fù
詃 jiǎn
詄 dié
詅 líng
詆 dǐ
詇 yàng
詈 lì
詉 náo
詊 pàn
詋 zhòu
詌 gàn
詍 yì
詎 jù
詏 yào
詐 zhà
詑 yí
詒 yí
詓 qǔ
詔 zhào
評 píng
詖 bì
詗 xiòng
詘 qū
詙 bá
詚 dá
詛 zǔ
詜 tāo
詝 zhǔ
詞 cí
詟 zhé
詠 yǒng
詡 xǔ
詢 xún
詣 yì
詤 huǎng
詥 hé
試 shì
詧 chá
詨 xiào
詩 shī
詪 hěn
詫 chà
詬 gòu
詭 guǐ
詮 quán
詯 huì
詰 jié
話 huà
該 gāi
詳 xiáng
詴 wēi
詵 shēn
詶 zhòu
詷 tóng
詸 mí
詹 zhān
詺 mìng
詻 è
詼 huī
詽 yán
詾 xiōng
詿 guà
誀 èr
誁 bìng
誂 tiǎo
誃 yí
誄 lěi
誅 zhū
誆 kuāng
誇 kuā
誈 wú
誉 yù
誊 téng
誋 jì
誌 zhì
認 rèn
誎 cù
誏 lǎng
誐 é
誑 kuáng
誒 éi
誓 shì
誔 tǐng
誕 dàn
誖 bèi
誗 chán
誘 yoù
誙 kēng
誚 qiào
誛 qīn
誜 shuà
誝 ān
語 yǔ
誟 xiào
誠 chéng
誡 jiè
誢 xiàn
誣 wū
誤 wù
誥 gào
誦 sòng
誧 bū
誨 huì
誩 jìng
說 shuō
誫 zhèn
説 shuō
読 dú
誮 hua
誯 chàng
誰 shuí
誱 jié
課 kè
誳 qū
誴 cóng
誵 xiáo
誶 suì
誷 wǎng
誸 xián
誹 fěi
誺 chī
誻 tà
誼 yì
誽 nì
誾 yín
調 diào
諀 pǐ
諁 zhuó
諂 chǎn
諃 chēn
諄 zhūn
諅 jì
諆 qī
談 tán
諈 zhuì
諉 wěi
諊 jú
請 qǐng
諌 dǒng
諍 zhèng
諎 zé
諏 zōu
諐 qiān
諑 zhuó
諒 liàng
諓 jiàn
諔 chù
諕 háo
論 lùn
諗 shěn
諘 biǎo
諙 huài
諚 pián
諛 yú
諜 dié
諝 xū
諞 piǎn
諟 shì
諠 xuān
諡 shì
諢 hùn
諣 huà
諤 è
諥 zhòng
諦 dì
諧 xié
諨 fú
諩 pǔ
諪 tíng
諫 jiàn
諬 qǐ
諭 yù
諮 zī
諯 zhuān
諰 xǐ
諱 huì
諲 yīn
諳 ān
諴 xián
諵 nán
諶 chén
諷 fěng
諸 zhū
諹 yáng
諺 yàn
諻 huáng
諼 xuān
諽 gé
諾 nuò
諿 qī
謀 moú
謁 yè
謂 wèi
謃 xing
謄 téng
謅 zhōu
謆 shàn
謇 jiǎn
謈 pó
謉 kuì
謊 huǎng
謋 huò
謌 gē
謍 yíng
謎 mí
謏 xiǎo
謐 mì
謑 xǐ
謒 qiāng
謓 chēn
謔 xuè
謕 tí
謖 sù
謗 bàng
謘 chí
謙 qiān
謚 shì
講 jiǎng
謜 yuán
謝 xiè
謞 hè
謟 tāo
謠 yáo
謡 yáo
謢 zhi
謣 yú
謤 biāo
謥 còng
謦 qìng
謧 lí
謨 mó
謩 mò
謪 shāng
謫 zhé
謬 miù
謭 jiǎn
謮 zé
謯 jiē
謰 lián
謱 lóu
謲 càn
謳 ōu
謴 gùn
謵 xí
謶 zhuó
謷 áo
謸 áo
謹 jǐn
謺 zhé
謻 yí
謼 hū
謽 jiàng
謾 mán
謿 cháo
譀 hàn
譁 huá
譂 chǎn
譃 xū
譄 zēng
譅 sè
譆 xī
譇 zhā
譈 duì
證 zhèng
譊 náo
譋 lán
譌 é
譍 yīng
譎 jué
譏 jī
譐 zǔn
譑 jiǎo
譒 bò
譓 huì
譔 zhuàn
譕 wú
譖 zèn
譗 zhá
識 shi
譙 qiào
譚 tán
譛 zèn
譜 pǔ
譝 shéng
譞 xuān
譟 zào
譠 tán
譡 dǎng
譢 suì
譣 xiǎn
譤 jī
譥 jiào
警 jǐng
譧 zhàn
譨 náng
譩 yī
譪 ài
譫 zhān
譬 pì
譭 huǐ
譮 huà
譯 yì
議 yì
譱 shàn
譲 ràng
譳 nòu
譴 qiǎn
譵 zhuì
譶 tà
護 hù
譸 zhōu
譹 háo
譺 ài
譻 yīng
譼 jiàn
譽 yù
譾 jiǎn
譿 huì
讀 dú
讁 zhé
讂 xuàn
讃 zàn
讄 lěi
讅 shěn
讆 wèi
讇 chǎn
讈 lì
讉 yí
變 biàn
讋 zhé
讌 yàn
讍 è
讎 chóu
讏 wèi
讐 chóu
讑 yào
讒 chán
讓 ràng
讔 yǐn
讕 lán
讖 chèn
讗 xié
讘 niè
讙 huān
讚 zàn
讛 yì
讜 dǎng
讝 zhán
讞 yàn
讟 dú
讠 yán
计 jì
订 dìng
讣 fù
认 rèn
讥 jī
讦 jié
讧 hòng
讨 tǎo
让 ràng
讪 shàn
讫 qì
讬 tuō
训 xun
议 yì
讯 xùn
记 jì
讱 rèn
讲 jiǎng
讳 huì
讴 ōu
讵 jù
讶 yà
讷 nè
许 xǔ
讹 é
论 lùn
讻 xiōng
讼 sòng
讽 fěng
设 shè
访 fǎng
诀 jué
证 zhèng
诂 gǔ
诃 hē
评 píng
诅 zǔ
识 shi
诇 xiòng
诈 zhà
诉 su
诊 zhěn
诋 dǐ
诌 zhōu
词 cí
诎 qū
诏 zhào
诐 bì
译 yì
诒 yí
诓 kuāng
诔 lěi
试 shì
诖 guà
诗 shī
诘 jí
诙 huī
诚 chéng
诛 zhū
诜 shēn
话 huà
诞 dàn
诟 gòu
诠 quán
诡 guǐ
询 xún
诣 yì
诤 zhēng
该 gāi
详 xiáng
诧 chà
诨 hùn
诩 xǔ
诪 zhōu
诫 jiè
诬 wū
语 yǔ
诮 qiào
误 wù
诰 gào
诱 yoù
诲 huì
诳 kuáng
说 shuō
诵 sòng
诶 éi
请 qǐng
诸 zhū
诹 zōu
诺 nuò
读 dú
诼 zhuó
诽 fěi
课 kè
诿 wěi
谀 yú
谁 shuí
谂 shěn
调 diào
谄 chǎn
谅 liàng
谆 zhūn
谇 suì
谈 tán
谉 shěn
谊 yì
谋 moú
谌 chén
谍 dié
谎 huǎng
谏 jiàn
谐 xié
谑 xuè
谒 yè
谓 wèi
谔 è
谕 yù
谖 xuān
谗 chán
谘 zī
谙 ān
谚 yàn
谛 dì
谜 mèi
谝 piǎn
谞 xū
谟 mó
谠 dǎng
谡 sù
谢 xiè
谣 yáo
谤 bàng
谥 shì
谦 qiān
谧 mì
谨 jǐn
谩 mán
谪 zhé
谫 jiǎn
谬 miù
谭 tán
谮 zèn
谯 qiáo
谰 lán
谱 pǔ
谲 jué
谳 yàn
谴 qiǎn
谵 zhān
谶 chèn
谷 gǔ
谸 qiān
谹 hóng
谺 xiā
谻 jí
谼 hóng
谽 hān
谾 hōng
谿 xī
豀 xī
豁 huō
豂 liáo
豃 hǎn
豄 dú
豅 lóng
豆 doù
豇 jiāng
豈 qǐ
豉 shì
豊 lǐ
豋 dēng
豌 wān
豍 bī
豎 shù
豏 xiàn
豐 fēng
豑 zhì
豒 zhì
豓 yàn
豔 yàn
豕 shǐ
豖 chù
豗 huī
豘 tún
豙 yì
豚 tún
豛 yì
豜 jiān
豝 bā
豞 hòu
豟 è
豠 chú
象 xiàng
豢 huàn
豣 jiān
豤 kěn
豥 gāi
豦 jù
豧 fū
豨 xī
豩 bīn
豪 háo
豫 yù
豬 zhū
豭 jiā
豮 fén
豯 xī
豰 bó
豱 wēn
豲 huán
豳 bīn
豴 dí
豵 zōng
豶 fén
豷 yì
豸 zhì
豹 bào
豺 chái
豻 àn
豼 pí
豽 nà
豾 pī
豿 gǒu
貀 nà
貁 yòu
貂 diāo
貃 mò
貄 sì
貅 xiū
貆 huán
貇 kūn
貈 hé
貉 háo
貊 mò
貋 hàn
貌 mào
貍 lí
貎 ní
貏 bǐ
貐 yǔ
貑 jiā
貒 tuān
貓 māo
貔 pí
貕 xī
貖 è
貗 jù
貘 mò
貙 chū
貚 tán
貛 huān
貜 jué
貝 bèi
貞 zhēn
貟 yuán
負 fù
財 cái
貢 gòng
貣 tè
貤 yí
貥 háng
貦 wàn
貧 pín
貨 huò
販 fàn
貪 tān
貫 guàn
責 zé
貭 zhí
貮 èr
貯 zhù
貰 shì
貱 bì
貲 zī
貳 èr
貴 guì
貵 piǎn
貶 biǎn
買 mǎi
貸 dài
貹 shèng
貺 kuàng
費 fèi
貼 tiē
貽 yí
貾 chí
貿 mào
賀 hè
賁 bì
賂 lù
賃 lìn
賄 huì
賅 gāi
賆 pián
資 zī
賈 gǔ
賉 xù
賊 zéi
賋 jiǎo
賌 gài
賍 zāng
賎 jiàn
賏 yīng
賐 xùn
賑 zhèn
賒 shē
賓 bīn
賔 bīn
賕 qiú
賖 shē
賗 chuàn
賘 zāng
賙 zhōu
賚 lài
賛 zàn
賜 cì
賝 chēn
賞 shǎng
賟 tiǎn
賠 péi
賡 gēng
賢 xián
賣 mài
賤 jiàn
賥 suì
賦 fù
賧 tàn
賨 cóng
賩 cóng
質 zhì
賫 jī
賬 zhàng
賭 dǔ
賮 jìn
賯 xiōng
賰 chǔn
賱 yǔn
賲 bǎo
賳 zāi
賴 lài
賵 fèng
賶 càng
賷 jī
賸 shèng
賹 yì
賺 zhuàn
賻 fù
購 goù
賽 sài
賾 zé
賿 liáo
贀 yì
贁 bài
贂 chěn
贃 wàn
贄 zhì
贅 zhuì
贆 biāo
贇 yūn
贈 zèng
贉 dàn
贊 zàn
贋 yàn
贌 pu
贍 shàn
贎 wàn
贏 yíng
贐 jìn
贑 gàn
贒 xián
贓 zāng
贔 bì
贕 dú
贖 shú
贗 yàn
贘 shǎng
贙 xuàn
贚 lòng
贛 gòng
贜 zāng
贝 bèi
贞 zhēn
负 fù
贠 yuán
贡 gòng
财 cái
责 zé
贤 xián
败 bài
账 zhàng
货 huò
质 zhì
贩 fàn
贪 tān
贫 pín
贬 biǎn
购 goù
贮 zhù
贯 guàn
贰 èr
贱 jiàn
贲 bēn
贳 shì
贴 tiē
贵 guì
贶 kuàng
贷 dài
贸 mào
费 fèi
贺 hè
贻 yí
贼 zéi
贽 zhì
贾 gǔ
贿 huì
赀 zī
赁 lìn
赂 lù
赃 zāng
资 zī
赅 gāi
赆 jìn
赇 qiú
赈 zhèn
赉 lài
赊 shē
赋 fù
赌 dǔ
赍 jī
赎 shú
赏 shǎng
赐 cì
赑 bì
赒 zhōu
赓 gēng
赔 péi
赕 dǎn
赖 lài
赗 fèng
赘 zhuì
赙 fù
赚 zhuàn
赛 sài
赜 zé
赝 yàn
赞 zàn
赟 yūn
赠 zèng
赡 shàn
赢 yíng
赣 gàn
赤 chì
赥 xī
赦 shè
赧 nǎn
赨 tóng
赩 xì
赪 chēng
赫 hè
赬 chēng
赭 zhě
赮 xiá
赯 táng
走 zoǔ
赱 zǒu
赲 lì
赳 jiū
赴 fù
赵 zhào
赶 gǎn
起 qǐ
赸 shàn
赹 qióng
赺 yǐn
赻 xiǎn
赼 cī
赽 jué
赾 qǐn
赿 chí
趀 cī
趁 chèn
趂 chèn
趃 dié
趄 jū
超 chāo
趆 dī
趇 xì
趈 zhān
趉 jué
越 yuè
趋 qū
趌 jí
趍 chí
趎 chú
趏 guā
趐 xuè
趑 zī
趒 tiáo
趓 duǒ
趔 liè
趕 gǎn
趖 suō
趗 cù
趘 xí
趙 zhào
趚 sù
趛 yǐn
趜 jú
趝 jiàn
趞 què
趟 tàng
趠 chuò
趡 cuǐ
趢 lù
趣 qù
趤 dàng
趥 qiū
趦 zī
趧 tí
趨 qū
趩 chì
趪 huáng
趫 qiáo
趬 qiāo
趭 jiào
趮 zào
趯 tì
趰 ěr
趱 zǎn
趲 zǎn
足 zú
趴 pā
趵 bào
趶 kù
趷 kē
趸 dǔn
趹 jué
趺 fū
趻 chěn
趼 jiǎn
趽 fàng
趾 zhǐ
趿 tā
跀 yuè
跁 bà
跂 qí
跃 yuè
跄 qiāng
跅 tuò
跆 tái
跇 yì
跈 niǎn
跉 líng
跊 mèi
跋 bá
跌 diē
跍 kū
跎 tuó
跏 jiā
跐 cī
跑 pǎo
跒 qiǎ
跓 zhù
跔 jū
跕 diǎn
跖 zhí
跗 fū
跘 pán
跙 jù
跚 shān
跛 bǒ
跜 ní
距 jù
跞 lì
跟 gēn
跠 yí
跡 jī
跢 duò
跣 xiǎn
跤 jiāo
跥 duò
跦 zhū
跧 quán
跨 kuà
跩 zhuǎi
跪 guì
跫 qióng
跬 kuǐ
跭 xiáng
跮 chì
路 lù
跰 pián
跱 zhì
跲 jiá
跳 tiào
跴 cǎi
践 jiàn
跶 tà
跷 qiāo
跸 bì
跹 xiān
跺 duò
跻 jī
跼 jú
跽 jì
跾 shū
跿 tú
踀 chù
踁 jìng
踂 niè
踃 xiāo
踄 bù
踅 xué
踆 cūn
踇 mǔ
踈 shū
踉 liáng
踊 yǒng
踋 jiǎo
踌 choú
踍 qiāo
踎 móu
踏 tà
踐 jiàn
踑 qí
踒 wō
踓 wěi
踔 chuō
踕 jié
踖 jí
踗 niè
踘 jū
踙 jū
踚 lún
踛 lù
踜 lèng
踝 huái
踞 jù
踟 chí
踠 wǎn
踡 quán
踢 tī
踣 bó
踤 zú
踥 qiè
踦 yǐ
踧 cù
踨 zōng
踩 cǎi
踪 zōng
踫 pèng
踬 zhì
踭 zhēng
踮 diǎn
踯 zhí
踰 yú
踱 duó
踲 dùn
踳 chuǎn
踴 yǒng
踵 zhǒng
踶 dì
踷 zhǎ
踸 chěn
踹 chuài
踺 jiàn
踻 guā
踼 táng
踽 jǔ
踾 fú
踿 zú
蹀 dié
蹁 pián
蹂 róu
蹃 nuò
蹄 tí
蹅 chǎ
蹆 tuǐ
蹇 jiǎn
蹈 dǎo
蹉 cuō
蹊 qī
蹋 tà
蹌 qiāng
蹍 niǎn
蹎 diān
蹏 tí
蹐 jí
蹑 niè
蹒 pán
蹓 liū
蹔 zàn
蹕 bì
蹖 chōng
蹗 lù
蹘 liáo
蹙 cù
蹚 tāng
蹛 dài
蹜 sù
蹝 xǐ
蹞 kuǐ
蹟 jī
蹠 zhí
蹡 qiāng
蹢 dí
蹣 pán
蹤 zōng
蹥 lián
蹦 bèng
蹧 zāo
蹨 niǎn
蹩 bié
蹪 tuí
蹫 jú
蹬 dēng
蹭 cèng
蹮 xiān
蹯 fán
蹰 chú
蹱 zhōng
蹲 dūn
蹳 bō
蹴 cù
蹵 cù
蹶 jué
蹷 jué
蹸 lìn
蹹 tá
蹺 qiāo
蹻 juē
蹼 pǔ
蹽 liāo
蹾 dūn
蹿 cuān
躀 kuàng
躁 zào
躂 dá
躃 bì
躄 bì
躅 zhú
躆 jù
躇 chú
躈 qiào
躉 dǔn
躊 choú
躋 jī
躌 wǔ
躍 yuè
躎 niǎn
躏 lìn
躐 liè
躑 zhí
躒 lì
躓 zhì
躔 chán
躕 chú
躖 duàn
躗 wèi
躘 lóng
躙 lìn
躚 xiān
躛 wèi
躜 zuān
躝 lán
躞 xiè
躟 ráng
躠 sǎ
躡 niè
躢 tà
躣 qú
躤 jiè
躥 cuān
躦 cuó
躧 xǐ
躨 kuí
躩 jué
躪 lìn
身 shēn
躬 gōng
躭 dān
躮 fen
躯 qū
躰 tǐ
躱 duǒ
躲 duǒ
躳 gōng
躴 láng
躵 ren
躶 luǒ
躷 ǎi
躸 jī
躹 jú
躺 tǎng
躻 kong
躼 lào
躽 yǎn
躾 mei
躿 kāng
軀 qū
軁 lóu
軂 lào
軃 duǒ
軄 zhí
軅 yan
軆 tǐ
軇 dào
軈 ying
軉 yù
車 chē
軋 yà
軌 guǐ
軍 jūn
軎 wèi
軏 yuè
軐 xìn
軑 dài
軒 xuān
軓 fàn
軔 rèn
軕 shān
軖 kuáng
軗 shū
軘 tún
軙 chén
軚 dài
軛 è
軜 nà
軝 qí
軞 máo
軟 ruǎn
軠 rèn
軡 qián
転 zhuǎn
軣 hōng
軤 hū
軥 qú
軦 kuàng
軧 dǐ
軨 líng
軩 dài
軪 āo
軫 zhěn
軬 fàn
軭 kuāng
軮 yǎng
軯 pēng
軰 bèi
軱 gū
軲 gū
軳 páo
軴 zhù
軵 rǒng
軶 è
軷 bá
軸 zhoú
軹 zhǐ
軺 yáo
軻 kē
軼 yì
軽 zhì
軾 shì
軿 píng
輀 ér
輁 gǒng
輂 jú
較 jiào
輄 guāng
輅 hé
輆 kǎi
輇 quán
輈 zhōu
載 zài
輊 zhì
輋 shē
輌 liàng
輍 yù
輎 shāo
輏 yóu
輐 wàn
輑 yǐn
輒 zhé
輓 wǎn
輔 fǔ
輕 qīng
輖 zhōu
輗 ní
輘 léng
輙 zhé
輚 zhàn
輛 liàng
輜 zī
輝 huī
輞 wǎng
輟 chuò
輠 guǒ
輡 kǎn
輢 yǐ
輣 péng
輤 qiàn
輥 gǔn
輦 niǎn
輧 píng
輨 guǎn
輩 bèi
輪 lún
輫 pái
輬 liáng
輭 ruǎn
輮 róu
輯 ji
輰 yáng
輱 xián
輲 chuán
輳 còu
輴 chūn
輵 gé
輶 yóu
輷 hōng
輸 shū
輹 fù
輺 zī
輻 fú
輼 wēn
輽 bèn
輾 zhǎn
輿 yú
轀 wēn
轁 tāo
轂 gǔ
轃 zhēn
轄 xiá
轅 yuán
轆 lù
轇 jiāo
轈 cháo
轉 zhuǎn
轊 wèi
轋 hún
轌 xue
轍 zhé
轎 jiào
轏 zhàn
轐 bú
轑 lǎo
轒 fén
轓 fān
轔 lín
轕 gé
轖 sè
轗 kǎn
轘 huán
轙 yǐ
轚 jí
轛 zhuì
轜 ér
轝 yù
轞 jiàn
轟 hōng
轠 léi
轡 pèi
轢 lì
轣 lì
轤 lú
轥 lìn
车 chē
轧 yà
轨 guǐ
轩 xuān
轪 dài
轫 rèn
转 zhuǎn
轭 è
轮 lún
软 ruǎn
轰 hōng
轱 gū
轲 kē
轳 lú
轴 zhoú
轵 zhǐ
轶 yì
轷 hū
轸 zhěn
轹 lì
轺 yáo
轻 qīng
轼 shì
载 zài
轾 zhì
轿 jiào
辀 zhōu
辁 quán
辂 lù
较 jiào
辄 zhé
辅 fǔ
辆 liàng
辇 niǎn
辈 bèi
辉 huī
辊 gǔn
辋 wǎng
辌 liáng
辍 chuò
辎 zī
辏 còu
辐 fú
辑 ji
辒 wēn
输 shū
辔 pèi
辕 yuán
辖 xiá
辗 niǎn
辘 lù
辙 zhé
辚 lín
辛 xīn
辜 gū
辝 cí
辞 cí
辟 pì
辠 zuì
辡 biàn
辢 là
辣 là
辤 cí
辥 xuē
辦 bàn
辧 biàn
辨 biàn
辩 biàn
辪 xuē
辫 biàn
辬 bān
辭 cí
辮 biàn
辯 biàn
辰 chén
辱 rǔ
農 nóng
辳 nóng
辴 chǎn
辵 chuò
辶 chuò
辷 yi
辸 réng
边 biān
辺 biān
辻 shí
込 ru
辽 liáo
达 dá
辿 chān
迀 gān
迁 qiān
迂 yū
迃 yū
迄 qì
迅 xùn
迆 yí
过 guò
迈 mài
迉 qī
迊 zā
迋 wàng
迌 tù
迍 zhūn
迎 yíng
迏 tì
运 yùn
近 jìn
迒 háng
迓 yà
返 fǎn
迕 wù
迖 dá
迗 é
还 hái
这 zhè
迚 zhong
进 jìn
远 yuǎn
违 wéi
连 lián
迟 chí
迠 chè
迡 nì
迢 tiáo
迣 zhì
迤 yí
迥 jiǒng
迦 jiā
迧 chén
迨 dài
迩 ěr
迪 dí
迫 pò
迬 zhù
迭 dié
迮 zé
迯 táo
述 shù
迱 tuó
迲 qu
迳 jìng
迴 huí
迵 dòng
迶 yòu
迷 mí
迸 bèng
迹 jī
迺 nǎi
迻 yí
迼 jié
追 zhuī
迾 liè
迿 xùn
退 tuì
送 sòng
适 shì
逃 táo
逄 páng
逅 hòu
逆 nì
逇 dùn
逈 jiǒng
选 xuǎn
逊 xùn
逋 bū
逌 yōu
逍 xiāo
逎 qiú
透 toù
逐 zhú
逑 qiú
递 dì
逓 dì
途 tú
逕 jìng
逖 tì
逗 doù
逘 yǐ
這 zhè
通 tōng
逛 guàng
逜 wù
逝 shì
逞 chěng
速 sù
造 zào
逡 qūn
逢 féng
連 lián
逤 suò
逥 huí
逦 lǐ
逧 gu
逨 lái
逩 bèn
逪 cuò
逫 jué
逬 bèng
逭 huàn
逮 dǎi
逯 lù
逰 yóu
週 zhōu
進 jìn
逳 yù
逴 chuō
逵 kuí
逶 wēi
逷 tì
逸 yì
逹 dá
逺 yuǎn
逻 luó
逼 bī
逽 nuò
逾 yú
逿 dàng
遀 suí
遁 dùn
遂 suí
遃 yǎn
遄 chuán
遅 chí
遆 tí
遇 yù
遈 shí
遉 zhēn
遊 yóu
運 yùn
遌 è
遍 biàn
過 guò
遏 è
遐 xiá
遑 huáng
遒 qiú
道 dào
達 dá
違 wéi
遖 nan
遗 yí
遘 gòu
遙 yáo
遚 chòu
遛 liú
遜 xùn
遝 tà
遞 dì
遟 chí
遠 yuǎn
遡 sù
遢 tà
遣 qiǎn
遤 ma
遥 yáo
遦 guàn
遧 zhāng
遨 áo
適 shì
遪 cà
遫 chì
遬 sù
遭 zāo
遮 zhē
遯 dùn
遰 dì
遱 lóu
遲 chí
遳 cuō
遴 lín
遵 zūn
遶 rào
遷 qiān
選 xuǎn
遹 yù
遺 yí
遻 wù
遼 liáo
遽 jù
遾 shì
避 bì
邀 yāo
邁 mài
邂 xiè
邃 suì
還 hái
邅 zhān
邆 téng
邇 ěr
邈 miǎo
邉 biān
邊 biān
邋 lā
邌 lí
邍 yuán
邎 yáo
邏 luó
邐 lǐ
邑 yì
邒 tíng
邓 dèng
邔 qǐ
邕 yōng
邖 shān
邗 hán
邘 yú
邙 máng
邚 rú
邛 qióng
邜 wan
邝 kuàng
邞 fū
邟 kàng
邠 bīn
邡 fāng
邢 xíng
那 nà
邤 xīn
邥 shěn
邦 bāng
邧 yuán
邨 cūn
邩 huǒ
邪 xié
邫 bāng
邬 wū
邭 jù
邮 yoú
邯 hán
邰 tái
邱 qiū
邲 bì
邳 pī
邴 bǐng
邵 shào
邶 bèi
邷 wǎ
邸 dǐ
邹 zōu
邺 yè
邻 lín
邼 kuāng
邽 guī
邾 zhū
邿 shī
郀 kū
郁 yù
郂 gāi
郃 hé
郄 qiè
郅 zhì
郆 jí
郇 huán
郈 hòu
郉 xíng
郊 jiāo
郋 xí
郌 guī
郍 nuó
郎 láng
郏 jiá
郐 kuài
郑 zhèng
郒 lang
郓 yùn
郔 yán
郕 chéng
郖 dòu
郗 xī
郘 lǘ
郙 fǔ
郚 wú
郛 fú
郜 gào
郝 hǎo
郞 láng
郟 jiá
郠 gěng
郡 jùn
郢 yǐng
郣 bó
郤 xì
郥 bèi
郦 lì
郧 yún
部 bù
郩 xiáo
郪 qī
郫 pí
郬 qīng
郭 guō
郮 zhōu
郯 tán
郰 zōu
郱 píng
郲 lái
郳 ní
郴 chēn
郵 yoú
郶 bù
郷 xiāng
郸 dān
郹 jú
郺 yōng
郻 qiāo
郼 yī
都 doū
郾 yǎn
郿 méi
鄀 ruò
鄁 bèi
鄂 è
鄃 shū
鄄 juàn
鄅 yǔ
鄆 yùn
鄇 hóu
鄈 kuí
鄉 xiāng
鄊 xiāng
鄋 sōu
鄌 táng
鄍 míng
鄎 xī
鄏 rǔ
鄐 chù
鄑 zī
鄒 zōu
